text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
i hate all those traitors who block the streets of india to protest against #israeli bombing of palestine . buggers  go 2 palestine n protest,0.7593913,0.7639642,0.8301602,0.42336133,0.7821811,0.36654967,0.82345974,0.9047819
i know yall are broke  but you can help make america white again by sending this blackie backie .,0.54959583,0.4559668,0.6163144,0.2473871,0.34289372,0.13540336,0.23390621,0.8422688
if people trace the history the jews are behind white genocide it's the same fight hitler had & he sho,0.42234805,0.56501406,0.46462995,0.41058934,0.39217755,0.25604883,0.684304,0.8008965
jew supremacist hate group falsely claims that the celtic cross is a hate symbol | full story :,0.46457416,0.4890693,0.5252582,0.3452436,0.3755874,0.118426524,0.35084954,0.8008965
jewess comedian joan rivers says barack obama is gay and michelle obama a tranny | more :,0.78524166,0.7898794,0.88075686,0.41238537,0.783563,0.6421076,0.5166489,0.9399891
maggie dehart is a racist . i worked full time while i put myself through 7 years of post secondary  with no help . everything i own and have done in life i earned . if white privilege is a thing i have seriously been jewed .,0.4945446,0.5807821,0.5857561,0.4708206,0.3849445,0.14483786,0.5770362,0.8422688
maybe we should do an anti anonymous march on #nov5th along side those faggots . #opkkk,0.7382047,0.79096186,0.9091764,0.25781277,0.9243058,0.32370803,0.4349074,0.9430789
obama is letting isis grow bc he wants refugees all over the white world to do away with white race . wake up libs .,0.5049312,0.63726926,0.68785954,0.5327853,0.5578478,0.22009476,0.3977398,0.8628967
oh they love their negroid gods ! they use them to promote black / white race mixing ! might wake a few more whites up !,0.5958905,0.7540395,0.7840063,0.5760198,0.73371226,0.32059824,0.44281262,0.92455935
palestinian textbook : how to stab a jew,0.6430099,0.83364046,0.63783795,0.31533068,0.59526736,0.15067291,0.9570354,0.9399891
problems at state dept .. ' muslims want to kill u but let's celebrate their cult .. and don't apply if you're white ' #dc,0.6777893,0.801035,0.70199466,0.42188945,0.5952398,0.14899722,0.92843693,0.9399891
so now you're really going after the drunken white trash demographic  eh ?,0.74195385,0.6429086,0.8822193,0.24257766,0.5630591,0.09306769,0.2310164,0.92455935
some whites are very smart but most are stupid poor white trash like you .,0.9358428,0.8042978,0.942489,0.3667351,0.80626684,0.16564518,0.20698035,0.95402986
taking jobs off of america's wetbacks,0.4151741,0.30752346,0.4948619,0.32870185,0.44048876,0.36560816,0.2649804,0.4534732
that's vile hate speech and then people are surprised when muslim men rape white girls  abuse and prostitute them . islam is a cult of evil .,0.7740273,0.80814576,0.83164436,0.5214375,0.783563,0.9213528,0.7304445,0.94279987
the genetic basis of intelligence is unrivaled by science and proves that low black iq is hereditary #thingsthatpanicprogressives,0.529921,0.42412776,0.63255906,0.35330328,0.35276043,0.29259485,0.2060754,0.7245088
the white will soon be erased from this world !,0.60845,0.36551428,0.41340724,0.34487608,0.229185,0.18460833,0.55684125,0.6454762
there are more black abortions alone than white abortions . abortion generally affects the most dysgenic groups .,0.38953075,0.15910228,0.19094032,0.39180273,0.14152487,0.27360156,0.2141879,0.33122486
trump needs his hud examined : not a fan of faggots .,0.7740273,0.768714,0.9174936,0.30217248,0.92531437,0.42560747,0.27154252,0.92215836
us white people aren't supposed to reproduce with each other . #whitegenocide,0.6221407,0.5755022,0.6450583,0.5248433,0.6166421,0.5271725,0.2208681,0.80696577
via : jordanian mp : i hate the jews . i hate the jews . i hate the jews . #tcot,0.9320454,0.68243694,0.6192045,0.39357316,0.56690747,0.16722815,0.6078447,0.9274466
we brought black people to america but white people were the crackers .,0.6556601,0.6434312,0.74038476,0.2576976,0.43717325,0.088187434,0.2182876,0.90071714
whether it is jews like shapiro  english faggots like cooke  or creatures of #truconservatism like ted cruz  they have no ethnic appeal,0.6237118,0.84739643,0.9042098,0.5051429,0.8868394,0.68298835,0.5531197,0.95395404
who would ever support you ? white male scum,0.91406596,0.7639637,0.9091764,0.27978483,0.82357335,0.3801801,0.17163019,0.9425516
why  because a supremacist jew told you so ?,0.41523102,0.42481247,0.5761704,0.30098403,0.34831256,0.1048896,0.18254954,0.8008965
wow  no wonder you write for that anti-white commie jew-loving outlet  huffpost ... you're absolutely despicable .,0.7740273,0.53619343,0.8301602,0.39002895,0.42524198,0.08563205,0.106808946,0.8921792
wow .. look at you ... white trash.hope i see you on the street .,0.8393344,0.68491215,0.8874978,0.3856102,0.5204096,0.08568947,0.44080865,0.8921792
""" - seems lgbt activists only want a  """" queer-ocracy ; a totalitarian state where all submit to them or be punished . sad ! """"""",0.4945446,0.34468272,0.5672321,0.36982262,0.23138073,0.20137306,0.7486271,0.74253935
""" i support slavery so much i think it should be brought back .  """" people """" """" worked and were well behaved back then . """"""",0.44805592,0.31525308,0.29307225,0.33946034,0.18998092,0.08938663,0.5273817,0.55848247
""" jews are only  """" white """" """" when theyre shilling for something . """"""",0.5958905,0.41542858,0.47740877,0.38195625,0.34267223,0.17666186,0.21255039,0.79973376
""" rt german ( and other white )  """" leaders """" """" are not committed to their own people - they only serve jews and the jewish state """"""",0.44805592,0.34249473,0.3704072,0.43771306,0.25565276,0.17233133,0.23635697,0.716535
#mollymacauley was stabbed to death by feral racist blacks who've been told white ppl are evil by democrats,0.6254302,0.7620523,0.7985974,0.32682958,0.56446373,0.13335922,0.8763936,0.92455935
. exterminatory jew hatred  it's in the quran,0.6221407,0.7039322,0.660731,0.35003468,0.56466264,0.16338491,0.82345974,0.9047819
100 % white 100 % racist 100 % national socialist #napow #nationalsocialismnow #lovens #wp,0.50743616,0.42918372,0.6356449,0.34652215,0.4927361,0.23447837,0.14955929,0.7456675
a better question : since you say muslims hate jews  why are jews behind every movement to flood muslims into white nations ? ?,0.52368855,0.40058652,0.3966575,0.32293874,0.26670885,0.14064093,0.18893698,0.85834426
angry at this . white boy shoots up an all black church in the south ; hate crime.black man shoots up an all white church in the south ;,0.73034537,0.6836651,0.69896543,0.39980012,0.3552808,0.10882463,0.8595649,0.92455935
as in you are leaving ? you're too white looking to be native . bye ugly and your fatty ! #smallhands,0.8129004,0.6682061,0.88075686,0.40813848,0.50902313,0.18387078,0.17349337,0.8008965
barack obama is a racist black man who hates white people.and he is a communist muslim who hates america.and it trickled down for 8 yrs .,0.8795294,0.76393604,0.8800619,0.28076583,0.5140492,0.08583264,0.18797398,0.94766843
black face uncle tom this your thanks to the slaves who died for you you always be igger smiling in white mans face,0.7060645,0.76391876,0.84329915,0.5095085,0.6222302,0.38578412,0.7526518,0.9056977
black students at harvard openly calls for extermination of the white race ( video ) | read more : via,0.49981686,0.5596989,0.44625336,0.41823336,0.37385583,0.22659634,0.7978804,0.7455191
christopher bollyn embarrasses angry jew during q & a,0.4292556,0.3715965,0.42905533,0.36403447,0.31509906,0.17644243,0.36094624,0.74371576
democracy gives your enemies a seat at the table . with tribal politics inflicted on whites by jews we need new way .,0.43622825,0.51966655,0.45081323,0.3965841,0.31386593,0.18246208,0.59349316,0.83411354
europe must follow national socialism to save itself from barbarians .,0.28972426,0.20135364,0.44880012,0.25375432,0.16152103,0.054689977,0.128221,0.43506837
folks i am telling you : they hate us . they want us dead . wake up white man .,0.630413,0.43375808,0.5684623,0.495623,0.24195233,0.14626805,0.7192617,0.8008965
he gives priority to syrian rapugees rather the unemployed  he favors race wars black vs white,0.50255704,0.34934315,0.44288063,0.32002068,0.309366,0.1875605,0.5669701,0.7675354
hey   the folks at #ows are your worst nightmares : multiculturalist  secular  far-left  gender-queer  egalitarian .,0.5023275,0.31401092,0.734651,0.24719562,0.21398345,0.32291356,0.08146781,0.6591949
hippos : keeping gas stations nigger-free since 1921 | more : via,0.5818954,0.6816693,0.745385,0.46234676,0.71913207,0.2902401,0.54127795,0.87698615
holohoax from jew york ( 1943 ): nazis kill jews with homicidal gas cameras ! | read more :,0.5049312,0.68044114,0.660731,0.43082,0.5585423,0.15766928,0.8800366,0.86685944
i'm sorry you lost your good workers  let the white crackers do some work to see how bad they are,0.42465788,0.33096966,0.47685042,0.3596939,0.2965939,0.13433887,0.35130116,0.7276246
if there was a group that was called white lives matter and it was a group that had the same wants as black lives matter as a white person i would be ashamed  i would feel racist just because i was white .. blm is just people who pretend that everyone else is racist but them ..,0.44670263,0.4014,0.5627065,0.41702804,0.3171952,0.11872597,0.23238523,0.8008965
isn't it amazing for 8 years under a racist black potus & 2 racist black ag's no problem with white gro,0.6254302,0.6153952,0.766886,0.34830216,0.5218574,0.20936127,0.22448666,0.8929734
jesus was a jew  you fucktards ! you're going to endure the great white throne judgment and not stand condemned  you whoremongers ?,0.8960455,0.880594,0.9615531,0.38201272,0.9655435,0.49657696,0.4874299,0.9399891
jew is someone who punches you and cries out in pain . dirty vermin .,0.93413806,0.8416842,0.895227,0.38901606,0.847877,0.37734923,0.83425575,0.9427869
jewish #bolshevik rape - it's not just the muslims who rape #german and european women by the thousands,0.5958905,0.8416842,0.7568335,0.65322655,0.783563,0.9274726,0.84850484,0.9352267
jews destroy women : a response to women destroy nations | traditionalist youth network,0.5363433,0.7638261,0.5609701,0.4327584,0.5089902,0.22768526,0.8328225,0.8921792
lil american white girl could kill five negros from a mile a way,0.8457076,0.7638578,0.65169245,0.56429386,0.6921679,0.48185638,0.8908898,0.8993379
news flash ! that memorial honors non-white people too you retards . if you're gonna be racist  at least be consistent,0.6777893,0.6336291,0.8370338,0.3391827,0.6177238,0.104599744,0.24001455,0.865046
one jew is too many #withjewswelose,0.44750816,0.4240375,0.32098013,0.35160133,0.29028034,0.16622952,0.44929355,0.7176129
radical extremist #jew writer for promotes #genocide against white americans . quite typical .,0.5958905,0.6469879,0.62828666,0.37223646,0.38810873,0.099790685,0.768764,0.892601
rt robert spencer rat-faced racist hate monger liar and jew lover ! > > hey robert  i like the beard . godbless,0.7464593,0.6562788,0.8454855,0.5153506,0.40598914,0.14161512,0.27063817,0.8557702
squaaaaaaaaad : kkk alive and well white brother hood unite ku klux klan,0.5810591,0.49543992,0.475003,0.512637,0.38379332,0.2001636,0.811347,0.7412294
still believing in the 6 - million-murdered #jewish #holocaust myth is sort of like believing in santa when you're 40 :,0.38959074,0.40675575,0.293149,0.31159872,0.23459958,0.10513487,0.70681673,0.6823824
the cultural jewel of the south has become a cesspit for trannies and third-worlders .,0.4945446,0.478386,0.7947641,0.2650767,0.5518755,0.34683156,0.11546577,0.8422688
there's you in the crowd cuck boy,0.5035055,0.60337645,0.8301602,0.3667355,0.8335303,0.8463892,0.17023328,0.57646775
too white  not right : non-white hysteria over white as snow miss france via via,0.5042868,0.2769219,0.4082862,0.4586645,0.1765759,0.14728963,0.3728925,0.7445738
truth is hate to those who hate truth & dhimminitude knows no bounds . #islamistheproblem #banislam,0.56268007,0.23883523,0.30069652,0.21746515,0.20143963,0.054372016,0.16924474,0.6700444
unfortunately  some costumed creep  playing toy soldier  is going to kill a fat  dumpy  antifa ostensib,0.6777893,0.8416842,0.77372056,0.36385217,0.69309914,0.18061072,0.9755639,0.6983274
we must stop #planetisrael . the nonwhite hordes helping the #jew do not know they are to die as well only #jews will allowed on earth,0.6777893,0.7279621,0.70199466,0.36101985,0.69309914,0.17119205,0.88184714,0.8883751
we need to kill more people .,0.77806646,0.75754946,0.36427027,0.1584483,0.5090704,0.027416278,0.9850597,0.53912675
we should cleanse la of all non white inhabitants !,0.7007861,0.80142266,0.6356477,0.40858203,0.5089385,0.16063446,0.9128334,0.9352267
we should work towards freeing ourselves from begging jews and self hating whites for a platform  venue etc .,0.529921,0.68426245,0.6654975,0.34275395,0.55456305,0.18414384,0.5592598,0.92455935
were racist for standing up for white pride.but darkies can have all the hate grps they want wtf,0.7007861,0.6498368,0.7156962,0.3481075,0.7532383,0.24949317,0.21473506,0.87822795
white people crazy,0.83020335,0.5777317,0.8024897,0.25045812,0.56578827,0.093398236,0.091491744,0.90449697
white trash and heroin  perfect together,0.8346757,0.7197539,0.79628474,0.37752262,0.5880639,0.1561197,0.56275153,0.9047819
white whores and black pimps isn't news .,0.78524166,0.8486256,0.9091764,0.38782957,0.925423,0.778477,0.20608436,0.9412087
yes kill all christians,0.9390311,0.91905266,0.6627408,0.25768536,0.7293162,0.14003597,0.986512,0.96805567
you didn't catch the meaning of what i'm saying . 1 ) white is a color . jews can hide under the white cloak & do damage cause they look white .,0.4945446,0.34644073,0.4248753,0.46360278,0.262055,0.13325623,0.39217305,0.8008965
you jews & cucks have been leeches on america's right wing instincts for 60 years  and built only a house of cards .,0.5933793,0.6822635,0.80613285,0.44364712,0.7449647,0.62778467,0.3165789,0.8632592
