,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
2887,anarchy bring india down to egypt / syria / afghanistan like situation . we can't allow this media can also see thru this yet silent,0.15217799,0.08292702,0.09316348,0.33561698,0.082685485,0.09086723,0.24916175,0.23953192
2888,and exactly why do white lives matter rallies offend american values ? white people founded this country .,0.39230084,0.27925906,0.36399204,0.35370803,0.1570895,0.11591765,0.27698287,0.7686352
2889,and i explain why i called you a suspect a white supremacist you're literally retweeting and following people who promote theories that say whites are genetically superior than blacks on average via iq so you're definitely a suspect white supremacist,0.47762036,0.5410708,0.67126864,0.33251473,0.38258943,0.1394115,0.18513963,0.8940631
2890,and the jews too . just kidding jews  no one believes you're white except you .,0.46621865,0.64904577,0.6356477,0.50085676,0.43821704,0.16172707,0.35671297,0.9230188
2891,another l for the white people y'all need to get her asap,0.37647265,0.60588586,0.49366292,0.44177592,0.39935416,0.31499776,0.6725324,0.8422688
2892,another war for israel . more white people will die for ( ( ( them ) ) ) and their greediness,0.45120096,0.8026912,0.660731,0.42495903,0.55798656,0.20146464,0.9533248,0.92224324
2893,anti-white shootings in nyc ?,0.355017,0.45094737,0.42681953,0.4004985,0.30862048,0.1662429,0.7398496,0.8008965
2894,anyone that is not muslim better be a msulim hate group cause they hate you .,0.6955873,0.5104873,0.6356477,0.2490502,0.43422517,0.13085431,0.28407398,0.8762864
2895,are you embarrassed of your latina heritage ? in accordance with & other white nationalist groups alike  you are not white .,0.5012814,0.23852618,0.55509216,0.37799814,0.10201676,0.08696115,0.070584804,0.7343488
2896,as soon as a white person advocates for their people they are immediately branded an evil racist . it must change .,0.50255704,0.25928253,0.56845367,0.24737339,0.19292425,0.0466368,0.12927288,0.74384767
2897,as whites are the real minorities on earth we need to protect them from everyone else who wish to destroy them .,0.5124461,0.7639826,0.60920376,0.30573085,0.50901675,0.098722324,0.9533248,0.94259924
2898,at least 60 white south africans were murder by racist blacks in the past two months via,0.50272423,0.5099988,0.5200048,0.30531433,0.2763365,0.083971635,0.71563894,0.8027163
2899,because i am an honorary white person here to save the whites from #whitegenocide,0.40636617,0.36456734,0.49613905,0.34414554,0.41937956,0.119127624,0.2049712,0.7456259
2900,been called trumpkins  stupid  misogynists  racists  white supremacists  deplorables  & russiansjust dont ever call me democrat or liberal,0.8890526,0.76987404,0.9470698,0.25639656,0.6903631,0.15853447,0.09935849,0.92455935
2901,being white / mex i don't think i meet the requirements for but i support them . cause living in a white society is best .,0.36944604,0.36398682,0.3976072,0.3625434,0.24866271,0.13855456,0.49692103,0.7935212
2902,blacks need pull up there pants  take a shower  put down the crack pipe get a job and stop assuming us good white folks racist !,0.7699882,0.6853734,0.73405474,0.48668984,0.50901943,0.23314722,0.56415445,0.9083443
2903,but that wouldn't enable them to destroy white neighbourhoods .,0.3983115,0.35902825,0.41015577,0.33843046,0.23637682,0.101457454,0.7215703,0.74439186
2904,cair national think you might be surprised how far americans can turn the clock back when we've had enough !,0.10763696,0.036394503,0.08430565,0.37131083,0.040985994,0.060756784,0.064316005,0.16450739
2905,compensation for holocaust victims deported by rail company : seems they just found other source to milk some o ...,0.14059398,0.108203836,0.12628874,0.25629935,0.062294796,0.04120163,0.32627124,0.25223765
2906,could white advocacy exist in a multi-ethnic society ? via,0.31682462,0.21700619,0.20086592,0.33030257,0.1547366,0.13150503,0.41325527,0.5012222
2907,credibility of white race will be lost if they resort 2 lies & cheating on taliban & isis,0.5535644,0.632986,0.6842577,0.53446996,0.5591521,0.23916665,0.56880355,0.8422688
2908,defend the aryan race . they'll learn from they're wide awake nightmare,0.37221906,0.40033096,0.41169572,0.38002744,0.3634981,0.19081971,0.41873202,0.69724184
2909,democrats & too many republicans support violent anti-american anarchists . these people have support of,0.3552902,0.14422743,0.39011085,0.31102598,0.07517208,0.03685722,0.17718461,0.48135996
2910,detroit : the death of white civilisation #swrm #whitegenocide via,0.49542332,0.42460382,0.40739545,0.27216926,0.42350826,0.13398923,0.76305467,0.6848637
2911,disingenuous white liberals face black crimedilemma,0.6430099,0.80134207,0.80570024,0.42407212,0.70395374,0.3877918,0.6302628,0.93682134
2912,diversity is about chasing down white people .,0.4945446,0.39878958,0.39336076,0.33260232,0.32635683,0.20240703,0.34867728,0.7458683
2913,diversity is code for anti-white .,0.4945446,0.37628472,0.43587753,0.31604698,0.3409823,0.14566618,0.29380536,0.8004144
2914,diversity is not a strength . #endimmigration,0.1835188,0.053780846,0.08117019,0.19360878,0.09531865,0.06212296,0.050973423,0.18339613
2915,do black people work in fields in central alabama ?,0.38959074,0.1232552,0.20695056,0.25361598,0.1499823,0.096303225,0.04924036,0.36202568
2916,do white lives have any value ? your thoughts ?,0.45120096,0.2508903,0.34084293,0.3636802,0.17460531,0.14593159,0.22378328,0.681892
2917,do you want white people to die out ?,0.7060645,0.6845534,0.5438405,0.2866604,0.4370005,0.10749841,0.8908898,0.88580674
2918,dogs and pigs are talking of removal of us prsident ! ! suicidal for white race,0.83020335,0.80814576,0.80607414,0.44282353,0.69309914,0.27264792,0.91432226,0.92365664
2919,ethnic cleansing of europeans in america increased : nearly half of youth population is non-white via,0.355017,0.62884057,0.45849186,0.32730156,0.40643027,0.12274872,0.81948656,0.8422688
2920,europe should be white  your colonies are unnatural & unsustainable .,0.50272423,0.31878573,0.45666924,0.34110484,0.18635264,0.13058577,0.27315417,0.74580353
2921,ferguson happened b / c a black criminal tried to kill a white cop . stop pandering to black thugs . seriously . #gotrump,0.7464593,0.6880563,0.7980449,0.39995858,0.5638086,0.20220046,0.8763936,0.9047819
2922,get it now . these are not refugees  this is a planned invasion !,0.35756677,0.18204029,0.17506623,0.33616105,0.12562571,0.1205704,0.489995,0.28771925
2923,good idea . we can send white nationalists to the mariana trench . good place for a white homeland .,0.44298556,0.46891406,0.39507028,0.41816756,0.2646371,0.16082513,0.41902736,0.8008965
2924,good york #jews dismiss black on white #rape,0.7212062,0.7662448,0.7078774,0.542965,0.74247694,0.8716814,0.7830714,0.92455935
2925,guadeloupe and martinique are not haiti thanks to slavery  colonialism  & white supremacy .,0.41523102,0.10353314,0.22383186,0.3090299,0.07755634,0.08218742,0.15273526,0.39950728
2926,gun grabbers don't object to firearms . they object to white people owning them . #antiwhite #chasingdownwhites,0.44820568,0.59110206,0.5102204,0.50435776,0.3860576,0.14753672,0.76650757,0.8422688
2927,had delhi not voted for & his party by now he would hv been in jail on charges of getting foreign funds from isi for anarchy,0.1510105,0.078518875,0.19588332,0.25710195,0.050511263,0.042456966,0.21724346,0.16404189
2928,he better throw on a shirt  you know the bruvuhs love them a beefy white woman,0.43100753,0.39806232,0.471182,0.8448316,0.31093496,0.3297617,0.55125785,0.7460143
2929,hello speedy gonzales  hows it going jose ? bumped any old white people off lately ? ? oh youre hispanic huh ? kill em all you mexican devil,0.89158845,0.8596777,0.8453147,0.38989124,0.7421704,0.13147089,0.9570354,0.94365984
2930,here's a jewish boy who's stalking me . his name is victor . i think he's gay . any idea what to do with gay jews ?,0.7007861,0.695256,0.7871413,0.433815,0.69309914,0.57101977,0.39156443,0.92455935
2931,hey  you rotten politicians and lying media  keep revving up racial hatreds so blacks kill whites  cops,0.88651687,0.76382107,0.8339384,0.42829737,0.5673526,0.17825475,0.8239324,0.92215836
2932,how do you explain the thousands of incidents of white on white domestic violence per year ? interracial dating ?,0.4396069,0.27310923,0.2970725,0.41729018,0.19840786,0.14117552,0.44501162,0.73674536
2933,hungarian politicians protesting against invasion ! hungary is the only normal country in europe + visegrad group,0.2835225,0.28290966,0.31463975,0.42154798,0.23209776,0.19548792,0.51851845,0.5044392
2934,hushed up german police report shows massive increase in migrants sexually assaulting children in pools #hangmerkel,0.5149511,0.6331784,0.51054657,0.52831924,0.5472276,0.830839,0.77119905,0.7051318
2935,i am for white separation  i hope this clarifies my position .,0.355017,0.18696459,0.17062634,0.25251624,0.14738156,0.10860225,0.31713828,0.4192131
2936,i am talking about the prominent jews ~ not the ordinary jews who are working class / white collar.there are a few low class,0.39206567,0.27942333,0.36534345,0.35650787,0.23196822,0.1314546,0.21109171,0.7447359
2937,i can't stand these people saying white lives matter is racist but black lives matter isn't . even worse the white ppl with blm,0.5810591,0.53240806,0.64961815,0.302902,0.42571494,0.16060723,0.24637498,0.87355965
2938,i dishonor kinslayers as my ancestors always did . lefties idolizing the murderer  rapist  thug  evil again .,0.7138269,0.7638391,0.84613633,0.49476856,0.5630963,0.84725875,0.82345974,0.6472689
2939,i generally like the populists . #altright is getting too broad with the nihilism  abortion  eugenics  anti-christianity  etc,0.26589394,0.4712061,0.44645572,0.28984562,0.4223962,0.22271207,0.48940733,0.7813035
2940,i knew about the jew thing  of course  and i thought he was married to some mystery meat ga,0.39230084,0.4027121,0.42850778,0.49776995,0.37168798,0.4979962,0.3380718,0.72373235
2941,i know it's not working out and i know we need to push back . people came here for econ reasons  they can leave for econ reasons . they get,0.047495455,0.11369295,0.08986856,0.18658227,0.086467266,0.053500976,0.3816367,0.20042346
2942,i oppose it for heathy white babies . in that instance  a white ethno-state would have a clear interest in seeing a birth .,0.44805592,0.29652232,0.44538546,0.4903253,0.19225961,0.17445858,0.385483,0.73226726
2943,i took this haunting footage of a slaughterhouse-bound truck full of pigs  including this one who locked eyes with me for a full minute . rt !,0.44805592,0.405924,0.660731,0.6340171,0.3079364,0.15986525,0.6514397,0.17921373
2944,i wonder why the white europeans are allowing muslims to take over their governments and push whites into white genocide ?,0.5026305,0.40677553,0.43087906,0.4554377,0.22687253,0.13553256,0.5849107,0.8422688
2945,i'm pro-white  heimbach's job is to drive people away from white identity . attacking him is doing the lord's work  i should get a medal .,0.5026305,0.45945764,0.44257843,0.44645885,0.23469415,0.14623347,0.8489036,0.7996614
2946,i'm sorry to say that when indians are attacked in america it is usually b / c white people thought they were muslim .,0.41523102,0.2897502,0.31338295,0.3129015,0.25244236,0.10334613,0.4227881,0.7462786
2947,i'm white and i'm ready to fight,0.5535644,0.37140703,0.2107777,0.31220075,0.2572809,0.19918123,0.7616582,0.59453833
2948,i'm white stupid . tell you what  we will give you an extra welfare check and you move to a white country .,0.8346757,0.6412739,0.895227,0.36370423,0.7422003,0.108795844,0.2082985,0.87203467
2949,i'm white thank god,0.22979778,0.15050687,0.13937399,0.2816191,0.15796956,0.091913626,0.13816816,0.46993905
2950,if he really wants 2 b a chic its just as gross as white women dating blacks . we should preserve the white race .,0.7382047,0.6265455,0.68785954,0.4702523,0.51707923,0.42566308,0.30742025,0.8921792
2951,if there's going to be an ethnostate  we'll have to build it .,0.09494796,0.0196631,0.019394416,0.19851711,0.028148582,0.03762546,0.16353971,0.031386133
2952,illegals from mexico tells legal mexicans in america ( citizens ) you not mexican you white your skin brown but you white mentality of hate,0.7212062,0.54886514,0.6356477,0.39208722,0.31866914,0.115791306,0.32949015,0.87164575
2953,in what way is it wrong was america not tailored by white people for white people ?,0.4151741,0.26363575,0.2724847,0.22624569,0.16067089,0.07501472,0.15399656,0.72890323
2954,indian mullah aboobacker musliar claims  ' gender equality is un-islamic ... women only fit to give birth ' .,0.38953075,0.49314022,0.58948684,0.43635347,0.32130194,0.2643849,0.27025777,0.8008965
2955,indigenous people & nazi's have long time ties & friendships . #sociology,0.22687212,0.27816164,0.32134458,0.2735859,0.22360861,0.07182337,0.10855074,0.52706236
2956,is tortures christians in their own churches #islam #islamophobia #tcot #antimuslim #christian,0.50255704,0.54856306,0.5213597,0.34441468,0.330283,0.153171,0.5551888,0.824079
2957,islam / liberalism is dividing white people . we hate each other more than ever now . divide and conquer is their tactic .,0.46292964,0.4959426,0.5278398,0.35858464,0.35256413,0.10820477,0.3210817,0.87713945
2958,it isn't islamophobia if they really are trying to kill you !,0.5535644,0.5799942,0.38755286,0.21935283,0.4392767,0.08808882,0.95198685,0.74373937
2959,it's amazing how envious and jealous other people are of whiteness .,0.4945446,0.45641294,0.6501174,0.32946184,0.42948633,0.1238826,0.17962119,0.7437312
