text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
"""UN call #POTUS Immigration """"violation of human rights"""" """,0.23716165,0.35538176,0.4303843,0.45065176,0.30754146,0.48037156,0.5123291,0.5128803,,,,
let us hope so....then the German people can at least have a fighting chance...Hail Victory!,0.2015616,0.36035445,0.29324448,0.5933329,0.37914634,0.2774931,0.48272336,0.58523935,,,,
Harvard Law Professor Alan Dershowitz: Comparing Immigrant Detention Centers To Nazi Death Camps Is A ‘Form Of Holocaust Denial�?http://dailycaller.com/2018/06/18/alan-dershowitz-immigrant-detention-centers-holocaust-denial/ via @dailycaller,0.18746567,0.33945012,0.3432774,0.45894185,0.2606425,0.15127653,0.6463001,0.57522404,,,,
"""""""May looked and sounded like she had a gun pointed at her head during that address. Blink twice if you need help Theresa.�?"""""",0.2712817,0.10070181,0.1271283,0.3942799,0.037920557,0.08196253,0.3327368,0.09539682
2290,,,,,""If you want to save the planet"," have more white babies. It is white people who actually seek to conserve nature. Not any other race.""""""",0.44428605,0.23631236,0.34261182,0.42066002,0.1661186,0.12610489,0.13873531,0.73845667,,,
https://www.youtube.com/playlist?list=UUWoaIGpdkjDJspuVKKwOvug BEING MASSIEVLY #SINSORED & #SHADOWBANNED SUBSCRIBE #PLEASE SUBSCRIBE #PLEASE LIBERTY NEEDS TO BE TAKEN BACK START WITH JURY NULLIFICATION NOW #AMERICA WE HAVE A DUTY TO SHUT DOWN THE CROOKED COURTS THAT LET PEDO'S -ILLEGAL'S & HELLARY -OBUMMER AND FENS STAY FREE ?,0.502098,0.13188988,0.2977207,0.4865095,0.15262955,0.1458425,0.23679432,0.22029138,,,,
Another indictment.  MSM is quite about this because it's related to Obama and Hillary. ,0.056931525,0.03293865,0.11722377,0.25542277,0.03229475,0.024902554,0.06177166,0.050803117,,,,
"""I don't mean to be rude, but have you considered telling Facebook to go screw itself and then close your account?  I did, some months ago.  I'm still alive and I am breathing regularly.  Facebook is like smoking cigarettes; it is an addiction -- a bad habit.""",0.355017,0.16060767,0.31205782,0.23237912,0.3304741,0.091612026,0.25428584,0.049330745,,,,
Did your boyfriend have sex with him?,0.52368855,0.4837752,0.48878756,0.77762973,0.59816885,0.94668895,0.19049478,0.30537927,,,,
"""They made a pact to be ungovernable, soon as Trump wa elected. They are Marxist revolutionaries.""",0.16965903,0.042832974,0.25173208,0.36598158,0.014488515,0.016782641,0.040301546,0.12167191,,,,
He's definitely not a foot pursuit kinda guy lol.,0.14552918,0.08642114,0.28067374,0.29172817,0.13014203,0.14702713,0.11448934,0.10821064,,,,
wonder if she read the bible while she rapes little kids and biting off their faces..this rat need to be poisoned,0.6662635,0.8416842,0.80613285,0.67309743,0.7453228,0.9274784,0.8908898,0.74617606,,,,
"""""""The conservatives claim their opposition to gay relationships is a matter of biblical obedience. This is based on a few ambiguous texts that most biblical scholars interpret differently."""" """,0.23891698,0.07902389,0.28498563,0.16310818,0.08420541,0.14836861,0.025728436,0.59059614,,,,
"""""""You look at what is happening in Europe and other places, we can’t allow it to happen to the United States. Not on my watch."""" """,0.09065199,0.08215008,0.12497714,0.43090448,0.08134159,0.08163529,0.09167069,0.17981592,,,,
"""Have The Democrats, READ Hillary's EMAILS? """,0.019297661,0.020921737,0.07976352,0.2809727,0.016678873,0.020850707,0.041820675,0.063080646,,,,
"""Please refer to us as """"People of Light"""" - the W word is outdated and racist, used a slur against PoL. """,0.32563272,0.17114903,0.4423954,0.28315786,0.11569548,0.054061666,0.073293045,0.39369088,,,,
"""Miscegenation -- like single mommery, extortionist child support, and volcuckoldry -- is a revolt against paternity certainty. Mudsharking severs the aesthetic connection between parent and child, reducing the resemblance of child to father and increasing uncertainty of the child's paternal provenance. """,0.20449556,0.26111826,0.36609727,0.481042,0.23259518,0.23073338,0.32024398,0.2851155,,,,
"""Exactly, but people in Britain and Sweden don't seem to understand this yet. They are too chicken to blame the jew.""",0.46292964,0.51819074,0.6520056,0.44655597,0.40050164,0.13548088,0.31426427,0.8425083,,,,
Bill Nelson=P³=Piss Poor excuse for Protoplasm,0.5363433,0.48142436,0.74783015,0.30182493,0.6454463,0.36542138,0.1615182,0.31461716,,,,
"""""""Yes, let's take all executive power and hand it to the corporatized lib hegemony, when they take our guns and turn our children into nonbinary goblins it'll be time to strike!""""""",0.36667302,0.32876444,0.33047187,0.5053724,0.15207528,0.10155088,0.76834035,0.32604265,,,,
This SUCKS...Americans you CAN do better...get off your asses and buy more guns!! Small Arms Survey Shows US With 46% of Privately Owned Firearms http://www.thetruthaboutguns.com/2018/06/dean-weingarten/small-arms-survey-shows-us-with-46-of-privately-owned-firearms/amp/ #2A #NRA #GabGuns #GunsofGab ,0.88651687,0.7990033,0.8453147,0.5940204,0.83350897,0.8777541,0.7361796,0.6350989,,,,
"""Americans complain mightily about TSA, **but they continue to fly**. If even a third refused to put up w TSA, the airlines would cave in a month. As is, we can only conclude that the comlainers don't really mean it.""",0.04543531,0.12822573,0.19234629,0.4324556,0.2282937,0.18406713,0.1487605,0.256484,,,,
"""#NJ #Mass #Shooting Doesn't Fit Narrative, Garners Little Attention. It's just American lives so they aren't as important as #illegal immigrants...right?   #News #Politics #MAGA #Trump #America #Democrats #Immigration """,0.3093897,0.21291319,0.4305411,0.31011966,0.1281614,0.075196445,0.42122632,0.57169056,,,,
"""Sen. Chuck Schumer says legislation is not the way to go, co-sponsors legislation https://t.co/RuNZamfPtA""",0.014646785,0.009263279,0.022613384,0.22294006,0.006783555,0.013144383,0.022663282,0.015719645,,,,
"""So far I see a Diamond Pinky ring a Gold Watch and a Gold Necklace (None of which I have as a White Male) The """"White Man"""" is not holding him back much..""",0.20669603,0.03958355,0.09648822,0.3269767,0.049168013,0.121759586,0.055325992,0.19935451,,,,
""". @SpeakerRyan: """"Blah, blah, blah, I'm a coward and will cave on immigration. SECONDLY, I want to talk about working American families.""""  Well, it just says it all, folks. They truly deserve a bludgeoning at the ballot box.""",0.5031149,0.35695365,0.70123965,0.5356625,0.31566405,0.13907087,0.34448165,0.3168249,,,,
"""We are educating people about the harmful W word (white) - it's used as a racial slur against us. Let's do away with it completely. We much prefer the #PeopleFirstLanguage """"People of Light"""" - just like how we now refer to non-PoL as """"People of Color""""""",0.2835225,0.3064892,0.43921462,0.3990765,0.23798585,0.11314072,0.25904486,0.6889606,,,,
"""The only reason why Western mainstream media hates Putin and Trump is because they both don't bang on how important gay rights are. that is the only reason, think about it. which proves that the militant gay mafia has taken over the media in the West. Sodom and Gomorrah all over. We all know how that ended.""",0.43622825,0.25030878,0.62818414,0.23786646,0.18883762,0.2457073,0.1191734,0.8008965,,,,
"""WRONG WRONG WRONG,JESUS CHRIST!!!!WHY AREN'T THESE KIDS SEPERATED FROM THEIR """"PARENTS""""?""",0.41256893,0.1959468,0.3001768,0.46732867,0.09654222,0.06496363,0.11827088,0.40595824,,,,
His neck looks like the gash on a 100 year old woman.,0.452012,0.28354484,0.45478165,0.6115622,0.174234,0.18875903,0.56799424,0.39153472,,,,
"""And people still trust the biased New Yorker, #FakeNews""",0.17242117,0.06865188,0.20189309,0.29328382,0.08453806,0.048737545,0.07504413,0.2152434,,,,
Don't let the door hit you in the ass.,0.90742445,0.7638089,0.660731,0.7784964,0.9591023,0.9908025,0.73456955,0.21693388,,,,
Jewish IsraAID helping immigrants cross every border in the Balkans...,0.22983712,0.22896814,0.29683056,0.35543337,0.16011304,0.081229396,0.12187742,0.58338386,,,,
Don't kid yourself. Beastality is next. ,0.2590451,0.107094415,0.3283057,0.36097172,0.14638017,0.112349,0.18942696,0.13635293,,,,
The sitting president needs to crack some skulls then,0.47762036,0.24265733,0.5614752,0.35012874,0.20529336,0.1357067,0.45378852,0.28946126,,,,
...the #Joke is on THEM ,0.13476147,0.026135141,0.030741865,0.33614928,0.02725134,0.049619634,0.1423815,0.024452673,,,,
They been spraying for years now. Wonder how much damage they have done?,0.11794081,0.039521173,0.07591064,0.2852559,0.035077542,0.0362921,0.18044135,0.06299473,,,,
"""its because it doesn't have a damn thing to do with asylum! anyone who knows anything about Mexico, and la Raza/aztlan knows what its about. invasion and killing us off a few a ta time""",0.5933793,0.49620017,0.63180596,0.33137363,0.69309914,0.05875392,0.848444,0.4812123,,,,
Americans are so fucking dumb for footing the bill for feeding/housing these people and paying for legal fees. https://www.nbcnews.com/news/amp/ncna885151 Left & MSM would never be satisfied. This is their game. BUILD THAT FUCKING WALL. Enforce law. Keep them out.,0.9358428,0.8145817,0.9195346,0.3572594,0.9508534,0.4927236,0.42625493,0.84689444,,,,
https://canadafreepress.com/article/obama-smells-blood-in-trump-reversal-on-immigration   Trump needs to be careful they are looking to entrap him.,0.13790205,0.046443585,0.2657127,0.4023235,0.029350886,0.02942454,0.11856706,0.11607603,,,,
"""His valors and behavior make him a kind of super-Christian/white, not a super-Muslim/African. A refugee... from another """"European"""" planet.""",0.40326482,0.29507145,0.51265484,0.38944316,0.16807936,0.10092409,0.088695474,0.7463338,,,,
"""Yes, that 99 Billion per Year for illegals is a Heavy Load to Pay for something that should Never have been there in the 1st Place.""",0.15684792,0.07924137,0.22213109,0.28232822,0.055080254,0.028661532,0.11204075,0.31766906,,,,
#WhitePrivilege is a myth created by Jews to distract from #JewishPrivilege,0.50994116,0.24806327,0.29702473,0.3482927,0.24680446,0.18272316,0.21522848,0.620045,,,,
Chuck Schumer (chuckie scummie) lies about border policy.   https://youtu.be/oBL0HD7hUjc,0.39157572,0.37987965,0.80613285,0.3773021,0.43882152,0.19205199,0.08196252,0.29450142,,,,
where is the mute button on her ?,0.2008281,0.048765417,0.11128121,0.47467187,0.09061465,0.13826042,0.15995659,0.04781259,,,,
Sounds like a middle easterner to me.,0.06971766,0.055802897,0.1219918,0.32993582,0.05129394,0.06504095,0.07919588,0.19223222,,,,
http://dailycaller.com/2018/06/21/trump-jr-threat-against-daughter/  ,0.076110736,0.03767272,0.08172548,0.35456833,0.030490652,0.03740682,0.1757416,0.089640155,,,,
🎶 So catch them at the Border! Catch them at the Shore! ,0.24418297,0.13538061,0.13460077,0.37863487,0.08510314,0.057203565,0.58500683,0.12590444,,,,
Does anyone really expect jews to tell the truth?,0.5363433,0.29691693,0.2712924,0.31832442,0.20255014,0.12701915,0.22289874,0.65010315,,,,
ugh... trying to get sympathy from the public... I'm surprised these idiots didn't get up and walk out!,0.8269591,0.35662967,0.9472445,0.32221505,0.5939248,0.034725014,0.121431746,0.15842022,,,,
This is what the Obama's the Clinton's and all demonic rat leaders want for American citizens.,0.650189,0.32303968,0.7881917,0.29914993,0.34740877,0.05017471,0.13873781,0.56962544,,,,
I think he's a jew.  He's been presented with holohoax evidence point blank.  The guy was posting those long debunked WWII photos in his TL.,0.33081788,0.34430107,0.44829422,0.56782943,0.3125886,0.26062065,0.35107046,0.6811796,,,,
"""The thing people forget, and I mean all people, is that your worth as a human, is priceless. Self worth & economic value are two totally different things that often times are assumed to be the same. Its the economy/society impacted that suffers greatly when unchecked illegal immigration continues. This is true for the citizens & those here illegally. """,0.074912034,0.052261196,0.15395397,0.31969732,0.030378236,0.023162328,0.1259816,0.12419756,,,,
"""A rep for Fonda told Fox News it was “not possible�?to get a comment from the actor as he is too busy doing press for his new film, “Boundaries.�?""",0.027409043,0.04073743,0.1823893,0.3488854,0.042845063,0.03510683,0.028242761,0.037578806,,,,
What can we ascertain about Janique (pronounced Juh-NEE-Kwuh?) other than room temperature is a bit higher than her IQ? ,0.22157386,0.09514366,0.31937593,0.20468427,0.13323563,0.08668493,0.046524834,0.24360238,,,,
#GlobalWarming aka #ClimateChange amounts to a steaming pile of #Fake Science. ,0.16344422,0.06302486,0.31529677,0.24459903,0.07730597,0.056866843,0.06114605,0.051816702,,,,
Yea well we are quickly approaching a perfect storm of suck where we will pay half of our money to be raped by a pack of feral 3rd world vermin.  Flipping the table is the sane option.,0.59863794,0.7210769,0.690261,0.6334198,0.8052676,0.92747754,0.8154618,0.58523935,,,,
""" Good luck!  Just make sure you're funny and don't have to resort to potty humor and woman parts to try to get a laugh.  I'm not the demographic you asked, but wondering if Hughes is Jewish?  Funniest female comedian I've heard: https://www.youtube.com/watch?v=gH-od8Onpmk""",0.14014533,0.17722076,0.31982505,0.40433097,0.15540075,0.1769179,0.16642879,0.65763015,,,,
